,Date,SP Daily Pct Return,Open,High,Low,Last,Change,Settle,Volume,Previous Day Open Interest,SP_MA,dly chg correlation,dly chg corr mean,Std daily chg correl,upper_correl,lower_correl,signal,Gold-Copp Dly Ret,Gold Price,Copper Price,GoldCopperRatio,MA,rolling_std,,,130,,6.90%," 157,495 "," 168,369.75 ",,,
110,11/17/2004,0.57,1180.25,1191.25,1180,1186.25,,1186.25,1031,46998,0.132363636,0.225561037,0.097693148,0.071084377,0.239861901,-0.044475605,0,1.97,447.2,1.4105,0.00315407,0.050727273,2.17565644,,,,,,,,,,
111,11/18/2004,0.06,1185.5,1187.75,1183,1187,,1187,3454,49073,0.129272727,0.223387866,0.100918395,0.072701338,0.246321072,-0.044484282,0,1.5,445.1,1.425,0.003201528,0.076545455,2.184418067,,,,,,,,,,
112,11/19/2004,-1.07,1187,1187,1172,1174.25,,1174.25,3697,52138,0.088545455,0.2532892,0.10529682,0.074505352,0.254307523,-0.043713884,0,-0.43,449.2,1.432,0.00318789,0.097818182,2.173458322,,,,,,,,,,
113,11/22/2004,0.49,1173,1180.25,1169,1180,,1180,2395,54051,0.105636364,0.246726326,0.109630121,0.075686499,0.26100312,-0.041742878,0,-2.04,451.2,1.409,0.003122784,0.046181818,2.190139088,,,,,,,,,,
114,11/23/2004,0.13,1181.25,1182.25,1173.75,1181.5,,1181.5,2741,56313,0.095272727,0.228404576,0.11277405,0.076976248,0.266726546,-0.041178446,0,0.83,450.2,1.4175,0.003148601,-5.49E-16,2.145070145,,,,,,,,,,
115,11/24/2004,0.21,1181.5,1185,1181,1184,,1184,965,56432,0.104727273,0.222391735,0.115628768,0.078089496,0.27180776,-0.040550225,0,1.19,451.5,1.4385,0.003186047,0.052727273,2.13788876,,,,,,,,,,
116,11/29/2004,-0.4,1183,1192.25,1175,1178.25,,1178.25,9159,63747,0.088181818,0.227199527,0.11810411,0.079442216,0.276988542,-0.040780322,0,-0.46,455.8,1.4455,0.003171347,0.028181818,2.135846689,,,,,,,,,,
117,11/30/2004,-0.17,1177,1181.25,1175.5,1176.25,,1176.25,5847,67889,0.078181818,0.224607408,0.121086699,0.080316559,0.281719816,-0.039546419,0,0.33,453.2,1.442,0.003181818,0.026727273,2.135609077,,,,,,,,,,
118,12/1/2004,1.34,1179.5,1194.25,1177.5,1192,,1192,20287,84312,0.099636364,0.222977361,0.124070091,0.081008039,0.286086168,-0.037945987,0,0.27,455.9,1.4545,0.003190393,0.036545455,2.135460934,,,,,,,,,,
119,12/2/2004,0.06,1192,1197.75,1189.5,1192.75,,1192.75,12272,93878,0.115636364,0.221628481,0.12725733,0.081340593,0.289938516,-0.035423857,0,-2.98,452.3,1.4,0.003095291,-0.001090909,2.170407602,,,,,,,,,,
120,12/3/2004,-0.1,1197,1200.75,1189.75,1191.5,,1191.5,20744,113251,0.107818182,0.218890836,0.130216802,0.081664878,0.293546557,-0.033112954,0,-0.25,457.8,1.4135,0.003087593,0.005454545,2.169079697,,,,,,,,,,
121,12/6/2004,0,1191,1195,1187.5,1191.5,,1191.5,14908,127703,0.100545455,0.215010998,0.132770678,0.082086959,0.296944596,-0.03140324,0,-0.08,455.9,1.4065,0.003085106,-0.040363636,2.143162222,,,,,,,,,,
122,12/7/2004,-0.97,1192,1195.25,1179.5,1180,,1180,55679,169246,0.092181818,0.231310983,0.135953538,0.082458146,0.30086983,-0.028962754,0,-1.69,453.7,1.376,0.003032841,-0.068909091,2.154667348,,,,,,,,,,
123,12/8/2004,0.53,1180,1186.75,1178,1186.25,,1186.25,58098,212891,0.093636364,0.24948219,0.139541865,0.083034786,0.305611437,-0.026527708,0,0.75,438.7,1.3405,0.003055619,-0.083090909,2.146500056,,,,,,,,,,
124,12/9/2004,0.38,1185.5,1193.5,1175.75,1190.75,,1190.75,848103,399314,0.124,0.247122282,0.142957544,0.0835336,0.310024744,-0.024109655,0,0.49,437.2,1.3425,0.003070677,-0.094,2.141947539,,,,,,,,,,
125,12/10/2004,0.08,1190.5,1194.25,1187,1191.75,,1191.75,729848,511565,0.134909091,0.305566775,0.147973921,0.084877618,0.317729157,-0.021781315,0,1.18,435.3,1.3525,0.003107053,-0.116727273,2.121201664,,,,,,,,,,
126,12/13/2004,0.9,1192,1202.75,1191.75,1202.5,,1202.5,562390,558604,0.143818182,0.305552147,0.152762785,0.086216922,0.325196628,-0.019671059,0,1.31,440.3,1.386,0.003147854,-0.063272727,2.119404227,,,,,,,,,,
127,12/14/2004,0.33,1202.25,1208.25,1199.25,1206.5,,1206.5,608799,677640,0.16,0.30546165,0.157804584,0.086900857,0.331606298,-0.015997131,0,1.27,437.3,1.394,0.003187743,-0.053636364,2.124323303,,,,,,,,,,
128,12/15/2004,0.06,1206.5,1209.5,1201.5,1207.25,,1207.25,632881,666133,0.153636364,0.321114074,0.163435371,0.087272768,0.337980906,-0.011110164,0,0.42,442.2,1.4155,0.00320104,-0.068181818,2.118171024,,,,,,,,,,
129,12/16/2004,-0.06,1207,1210.75,1200.25,1206.5,,1206.5,729814,686288,0.143454545,0.323429732,0.169299033,0.08698569,0.343270413,-0.004672346,0,1.02,438.2,1.417,0.003233683,-0.023090909,2.114387113,,,,,,,,,,
130,12/17/2004,-0.68,1206.25,1209,1195.25,1198.25,,1198.25,821953,690600,0.131454545,0.317543846,0.174911617,0.086398321,0.34770826,0.002114975,0,-0.33,442.9,1.4275,0.003223075,-0.054,2.106054412,,,,,,,,,,
131,12/20/2004,0.35,1200.5,1208.25,1199.75,1202.5,,1202.5,181,121,0.107636364,0.318645375,0.180625347,0.085296699,0.351218746,0.010031949,0,1.31,443.6,1.4485,0.003265329,-0.012545455,2.110125692,,,,,,,,,,
132,12/21/2004,0.79,1203,1212,1203,1212,,1212,28,131,0.118363636,0.337919573,0.186327702,0.085135054,0.35659781,0.016057594,0,1.78,442.9,1.472,0.003323549,0.012909091,2.123351363,,,,,,,,,,
133,12/22/2004,0.27,1212,1216.75,1211.5,1215.25,,1215.25,153,240,0.121636364,0.331659213,0.191849774,0.084519327,0.360888427,0.022811121,0,-1.81,441.4,1.4405,0.00326348,-0.035272727,2.134273972,,,,,,,,,,
134,12/23/2004,0.04,1216.75,1220.25,1215.75,1215.75,,1215.75,771,975,0.112363636,0.330707741,0.197394323,0.083417068,0.364228459,0.030560187,0,0.56,442.9,1.4535,0.003281779,-0.012727273,2.133886608,,,,,,,,,,
135,12/27/2004,-0.27,1220,1220,1212,1212.5,,1212.5,2257,3194,0.125272727,0.320831258,0.202305033,0.082569556,0.367444145,0.037165921,0,0.49,446.2,1.4715,0.003297848,-0.030727273,2.125219688,,,,,,,,,,
136,12/28/2004,0.6,1212.5,1220,1211.5,1219.75,,1219.75,20,3190,0.151454545,0.347378458,0.207690817,0.082188099,0.372067014,0.04331462,0,1.53,445.3,1.491,0.003348305,-0.014727273,2.133735079,,,,,,,,,,
137,12/29/2004,0.12,1220,1221.25,1218,1221.25,,1221.25,95,3267,0.147090909,0.38131109,0.214192427,0.081506475,0.377205376,0.051179478,0.004105715,-0.42,439.1,1.464,0.003334092,-0.052363636,2.122051736,,buy,126," (153,877.50)",B,,,,,
138,12/30/2004,-0.2,1217.25,1222.5,1217.25,1218.75,,1218.75,119,3274,0.149454545,0.379016536,0.221097248,0.079008159,0.379113566,0.063080929,0,0.12,440.5,1.4705,0.003338252,-0.053636364,2.121924671,,sell,-126," 153,562.50 ",B,,,,,
139,1/3/2005,-0.62,1223.25,1224,1207.5,1210.25,,1210.25,25,3407,0.168363636,0.327914724,0.227064783,0.074226671,0.375518125,0.078611442,0,3.69,431.9,1.495,0.003461449,0.010727273,2.181080139,,,,,,,,,,
140,1/4/2005,-1.26,1209.75,1212,1193.25,1195,,1195,112,3490,0.136727273,0.361101502,0.230976926,0.075530242,0.38203741,0.079916442,0,-8.5,431.3,1.366,0.003167169,0.046181818,2.017609964,,,,,,,,,,
141,1/5/2005,-0.65,1194.25,1197.25,1187.25,1187.25,,1187.25,52,3509,0.116727273,0.298442932,0.233460726,0.075460529,0.384381785,0.082539668,0,2.62,429.5,1.396,0.003250291,0.139272727,2.016071404,,,,,,,,,,
142,1/6/2005,0.42,1188,1197.75,1187.5,1192.25,,1192.25,218,3584,0.140363636,0.294220587,0.235803006,0.075307867,0.38641874,0.085187271,0,1.42,423.8,1.397,0.003296366,0.112909091,1.989000003,,,,,,,,,,
143,1/7/2005,-0.17,1191.25,1198,1190,1190.25,,1190.25,429,3568,0.140181818,0.302223123,0.238430623,0.075053229,0.388537081,0.088324164,0,0.21,421.7,1.393,0.003303296,0.140545455,1.979399851,,,,,,,,,,
144,1/10/2005,0.46,1192,1200,1189.75,1195.75,,1195.75,236,3523,0.138727273,0.30510716,0.241137758,0.074717312,0.390572382,0.091703134,0,-0.12,421.9,1.392,0.00329936,0.138909091,1.979580645,,,,,,,,,,
145,1/11/2005,-0.65,1195,1195,1188,1188,,1188,369,3323,0.146181818,0.283402176,0.24351356,0.073927516,0.391368592,0.095658527,0,1.36,424.6,1.42,0.003344324,0.171090909,1.984872113,,,,,,,,,,
146,1/12/2005,0.29,1190.75,1192.5,1185,1191.5,,1191.5,102,3315,0.152727273,0.27893327,0.245738586,0.07309884,0.391936266,0.099540907,0,-0.74,428.8,1.4235,0.003319729,0.145818182,1.987508855,,,,,,,,,,
147,1/13/2005,-0.82,1192,1192.5,1180.75,1181.75,,1181.75,407,3648,0.110909091,0.293594282,0.248421116,0.072072929,0.392566974,0.104275258,0,-1.69,427.3,1.3945,0.003263515,0.126181818,2.00040782,,,,,,,,,,
148,1/14/2005,0.51,1183.5,1190,1183.25,1187.75,,1187.75,96,3613,0.098181818,0.297831251,0.251670132,0.070138667,0.391947466,0.111392797,0,2.01,425.2,1.4155,0.003329022,0.222181818,1.960706308,,,,,,,,,,
149,1/18/2005,1.01,1193,1201,1193,1199.75,,1199.75,412,3609,0.112181818,0.286495443,0.254423695,0.068427411,0.391278516,0.117568873,0,-0.05,425.7,1.4165,0.003327461,0.203636364,1.958324457,,,,,,,,,,
150,1/19/2005,-1.02,1198.25,1198.75,1187.5,1187.5,,1187.5,342,3490,0.089272727,0.267423381,0.25699636,0.066128142,0.389252644,0.124740076,0,0.74,425.4,1.426,0.003352139,0.204363636,1.958519626,,,,,,,,,,
151,1/20/2005,-0.59,1185,1185.25,1178.5,1180.5,,1180.5,704,3301,0.077818182,0.277869734,0.259823939,0.063538467,0.386900872,0.132747005,0,0.45,424.7,1.43,0.003367083,0.270363636,1.902727052,,,,,,,,,,
152,1/21/2005,-0.68,1182,1184.5,1172,1172.5,,1172.5,839,3293,0.065454545,0.28472159,0.262670382,0.060986666,0.384643714,0.14069705,0,0.14,429,1.4465,0.003371795,0.166363636,1.740998398,,,,,,,,,,
153,1/24/2005,-0.19,1168,1175.75,1164.5,1170.25,,1170.25,417,3275,0.038727273,0.289280286,0.265611579,0.058184147,0.381979874,0.149243285,0,-0.31,429.3,1.443,0.003361286,0.196181818,1.717971986,,,,,,,,,,
154,1/25/2005,0.3,1172.25,1178,1172.25,1173.75,,1173.75,396,3272,0.019636364,0.3005777,0.268568795,0.055652793,0.379874382,0.157263208,0,0.83,424.3,1.438,0.003389111,0.161090909,1.684009405,,,,,,,,,,
155,1/26/2005,0.3,1178,1180.75,1176,1177.25,,1177.25,134,3306,0.013272727,0.321097828,0.27195541,0.052966465,0.37788834,0.16602248,0,-0.4,429.1,1.4485,0.00337567,0.160545455,1.684189461,,,,,,,,,,
156,1/27/2005,0.13,1177.25,1181.75,1174.5,1178.75,,1178.75,412,3359,0.017636364,0.336663252,0.274986469,0.051777985,0.37854244,0.171430499,0,-0.01,428.4,1.446,0.00337535,0.157818182,1.684344791,,,,,,,,,,
157,1/28/2005,0,1179.75,1180.75,1171.25,1178.75,,1178.75,680,3389,0.021090909,0.339451542,0.277952564,0.050681998,0.379316559,0.176588568,0,-0.45,428.1,1.4385,0.003360196,0.145454545,1.686299717,,,,,,,,,,
158,1/31/2005,0.59,1178.25,1186.5,1178.25,1185.75,,1185.75,503,3479,0.031090909,0.341960912,0.280458776,0.050370507,0.38119979,0.179717762,0,0.7,424.1,1.435,0.003383636,0.156909091,1.687916613,,,,,,,,,,
159,2/1/2005,0.63,1186.75,1195,1186.75,1193.25,,1193.25,120,3510,0.028545455,0.325103838,0.282782929,0.049400999,0.381584927,0.183980931,0,-1.04,422.9,1.416,0.003348309,0.131454545,1.695337198,,,,,,,,,,
160,2/2/2005,0.34,1193.25,1199.25,1193.25,1197.25,,1197.25,502,3786,0.020727273,0.312024967,0.284841028,0.04818151,0.381204048,0.188478007,0,-1.61,423,1.3935,0.003294326,0.112181818,1.709195924,,,,,,,,,,
161,2/3/2005,-0.29,1196,1197,1191.5,1193.75,,1193.75,868,3672,0.010545455,0.306553068,0.286604301,0.047139247,0.380882795,0.192325807,0,0.71,418.5,1.3885,0.003317802,0.116181818,1.710353538,,,,,,,,,,
162,2/4/2005,1.05,1195.25,1207.75,1193.5,1206.25,,1206.25,650,3933,0.042181818,0.283114078,0.287831073,0.046125348,0.380081768,0.195580377,0,-0.32,415.9,1.3755,0.003307285,0.093454545,1.707642102,,,,,,,,,,
163,2/7/2005,-0.1,1206.5,1208.25,1205,1205,,1205,408,3759,0.03,0.281991118,0.289106716,0.044939491,0.378985699,0.199227734,0,1.07,415.4,1.3885,0.003342561,0.118,1.711871837,,,,,,,,,,
164,2/8/2005,0.12,1206.25,1210,1204.75,1206.5,,1206.5,2849,6102,0.031090909,0.259773735,0.289836396,0.044108837,0.37805407,0.201618721,0,0.23,414.3,1.388,0.003350229,0.159454545,1.685807223,,,,,,,,,,
165,2/9/2005,-0.79,1207.25,1207.25,1197,1197,,1197,379,5963,0.036181818,0.244705091,0.290184469,0.043665539,0.377515548,0.202853391,0,-0.12,414.5,1.387,0.0033462,0.121454545,1.667697923,,,,,,,,,,
166,2/10/2005,0.31,1197.75,1202.75,1197.75,1200.75,,1200.75,3566,8870,0.032909091,0.251482464,0.29069528,0.043029359,0.376753999,0.204636562,0,1.71,418.7,1.425,0.003403391,0.125272727,1.671149366,,,,,,,,,,
167,2/11/2005,0.87,1202.25,1213.75,1198.25,1211.25,,1211.25,3649,11095,0.046363636,0.225203072,0.290184623,0.043643773,0.37747217,0.202897077,0,-0.96,422,1.4225,0.003370853,0.115636364,1.675931763,,,,,,,,,,
168,2/14/2005,-0.04,1212.5,1212.5,1208.75,1210.75,,1210.75,3741,13204,0.041818182,0.249294177,0.290231311,0.043597772,0.377426855,0.203035768,0,-0.06,427.3,1.4395,0.003368828,0.151636364,1.649832498,,,,,,,,,,
169,2/15/2005,0.35,1210.5,1217.5,1210,1215,,1215,10916,23470,0.049636364,0.253795435,0.290692963,0.043062112,0.376817187,0.20456874,0,1.32,427.3,1.4585,0.003413293,0.160545455,1.654878778,,,,,,,,,,
170,2/16/2005,0,1216.25,1217,1210,1215,,1215,1029,24792,0.056909091,0.251920249,0.291229846,0.042373355,0.375976556,0.206483135,0,-0.63,426.9,1.448,0.003391895,0.127454545,1.652106644,,,,,,,,,,
171,2/17/2005,-0.8,1214.75,1215.5,1205.25,1205.25,,1205.25,429,24663,0.045454545,0.195640102,0.290656038,0.043456337,0.377568712,0.203743364,-0.008103261,2.73,428.6,1.4935,0.003484601,0.185454545,1.68673344,,short,-128," 154,272.00 ",Sh,,,,,
172,2/18/2005,0.1,1205,1207.75,1200.75,1206.5,,1206.5,646,24867,0.022909091,0.19624365,0.290140333,0.044412445,0.378965223,0.201315443,-0.005071793,-0.05,428.4,1.492,0.003482726,0.178545455,1.686908654,,,,,,,,,,
173,2/22/2005,-1.45,1205.75,1207,1189,1189,,1189,7033,31532,-0.004545455,0.244611399,0.290533679,0.043899429,0.378332538,0.202734821,0,-1.86,435.8,1.4895,0.003417852,0.139818182,1.709074355,,cover,128," (152,192.00)",Sh,,,,,
174,2/23/2005,0.67,1189.25,1197.75,1188.5,1197,,1197,904,31895,0.009454545,0.258859093,0.291210599,0.043096959,0.377404517,0.205016682,0,0.64,436.1,1.5,0.003439578,0.205636364,1.65556946,,,,,,,,,,
175,2/24/2005,0.67,1196.5,1205.5,1192.25,1205,,1205,11964,43392,0.021636364,0.238532944,0.291567729,0.042564669,0.376697067,0.20643839,0,-1.04,435.7,1.483,0.003403718,0.191272727,1.663006041,,,,,,,,,,
176,2/25/2005,0.95,1204.75,1217.25,1204.75,1216.5,,1216.5,9195,50899,0.056545455,0.226667201,0.29177966,0.042203921,0.376187502,0.207371817,0,-0.19,438.6,1.49,0.003397173,0.189272727,1.663404423,,,,,,,,,,
177,2/28/2005,-0.66,1215.75,1218,1203,1208.5,,1208.5,5298,56031,0.034909091,0.192169757,0.291068001,0.04355096,0.378169921,0.203966081,-0.011796324,0.5,440.1,1.5025,0.003413997,0.229090909,1.643680685,,short,-128," 154,688.00 ",Sh,,,,,
178,3/1/2005,0.5,1209,1217,1208,1214.5,,1214.5,9805,63993,0.037090909,0.170319772,0.289628684,0.046179574,0.381987832,0.197269536,-0.026949764,-1.57,436.4,1.4665,0.003360449,0.186909091,1.659755529,,,,,,,,,,
179,3/2/2005,-0.04,1212.25,1221,1208.5,1214,,1214,8686,70920,0.034909091,0.167569226,0.288182265,0.048712025,0.385606315,0.190758215,-0.023188989,0.9,436.2,1.479,0.003390646,0.194363636,1.662061152,,,,,,,,,,
180,3/3/2005,0.02,1214,1220.75,1209.25,1214.25,,1214.25,9333,78013,0.018909091,0.167152959,0.28566565,0.051303753,0.388273156,0.183058145,-0.015905186,0.53,433.3,1.477,0.003408724,0.182545455,1.657226843,,,,,,,,,,
181,3/4/2005,1.19,1214,1230,1214,1228.75,,1228.75,17661,93601,0.034545455,0.146790744,0.282779079,0.054529052,0.391837182,0.173720976,-0.026930232,0.16,437.6,1.494,0.003414077,0.161636364,1.649977288,,,,,,,,,,
182,3/7/2005,0.08,1230,1234.25,1227.75,1229.75,,1229.75,14070,104808,0.034909091,0.141476527,0.279797532,0.057659204,0.39511594,0.164479124,-0.023002597,-0.02,438.4,1.4965,0.003413549,0.138181818,1.643084375,,,,,,,,,,
183,3/8/2005,-0.39,1228.75,1230.5,1223.25,1225,,1225,35825,134427,0.028909091,0.149000429,0.276668193,0.059998418,0.396665029,0.156671357,-0.007670927,-1,443.7,1.4995,0.003379536,0.112363636,1.649717107,,,,,,,,,,
184,3/9/2005,-1.1,1226,1228.5,1211,1211.5,,1211.5,107644,226942,0.021272727,0.151091064,0.273534762,0.061978597,0.397491957,0.149577568,0,-0.14,445.5,1.5035,0.00337486,0.091272727,1.645307643,,cover,128," (155,072.00)",Sh,,,,,
185,3/10/2005,0.21,1211.75,1216.25,1205.5,1214,,1214,775611,395929,0.018727273,0.145068501,0.270398847,0.064039719,0.398478285,0.142319409,0,-0.54,446,1.497,0.003356502,0.087454545,1.646546575,,,,,,,,,,
186,3/11/2005,-0.7,1215.5,1218.5,1202.5,1205.5,,1205.5,893746,546705,-0.008363636,0.157945645,0.267477034,0.065448182,0.398373398,0.13658067,0,-1.68,449.4,1.483,0.003299955,0.033090909,1.654774095,,,,,,,,,,
187,3/14/2005,0.54,1205.75,1212.5,1203.75,1212,,1212,708213,646044,-0.003454545,0.142262574,0.263919634,0.066850796,0.397621226,0.130218041,0,0.73,444.2,1.4765,0.003323953,0.014,1.640240046,,,,,,,,,,
188,3/15/2005,-0.76,1212.25,1216.25,1201.75,1202.75,,1202.75,910448,727927,-0.018,0.131021586,0.260271677,0.068538836,0.397349348,0.123194006,0,1.47,444,1.4975,0.003372748,0.073636364,1.632302808,,,,,,,,,,
189,3/16/2005,-0.89,1202.5,1206.25,1189.5,1192,,1192,1023859,779892,-0.029272727,0.1282791,0.256591156,0.070103712,0.396798581,0.116383732,0,0.07,446.8,1.508,0.003375112,0.064727273,1.630935717,,,,,,,,,,
190,3/17/2005,0.17,1192.5,1198,1190.25,1194,,1194,760452,813808,-0.037090909,0.133706679,0.253188891,0.071455996,0.396100882,0.1102769,0,1.22,441.7,1.509,0.003416346,0.078,1.637418248,,,,,,,,,,
191,3/18/2005,-0.27,1194.25,1197,1186.5,1190.75,,1190.75,787043,816531,-0.044181818,0.119410902,0.249044026,0.072495438,0.394034903,0.10405315,0,-0.04,442.3,1.5105,0.003415103,0.049454545,1.625276521,,,,,,,,,,
192,3/21/2005,0.06,1192,1197.5,1190,1191.5,,1191.5,105,85,-0.039454545,0.121819661,0.244326,0.072171216,0.388668432,0.099983568,0,0.6,434,1.491,0.003435484,0.068,1.625639931,,,,,,,,,,
193,3/22/2005,-1.01,1190.25,1198.25,1178.5,1179.5,,1179.5,230,122,-0.056363636,0.110508014,0.239444027,0.071972708,0.383389444,0.09549861,0,0.59,434.2,1.5005,0.003455781,0.076545455,1.627152953,,,,,,,,,,
194,3/23/2005,0.04,1179.25,1185,1177,1180,,1180,371,421,-0.044363636,0.1503123,0.236214892,0.071914007,0.380042907,0.092386878,0,-2.01,427.9,1.449,0.003386305,-0.027090909,1.573376497,,,,,,,,,,
195,3/24/2005,0.06,1180.25,1189.5,1180.25,1180.75,,1180.75,157,413,-0.020363636,-0.065402755,0.228460269,0.080661258,0.389782785,0.067137754,-0.132540509,0.81,427.4,1.459,0.003413664,0.142181818,1.062947842,,short,-131," 154,678.25 ",Sh,,,,,
196,3/28/2005,0.17,1182.5,1188,1182.5,1182.75,,1182.75,32,431,-0.005454545,-0.022757893,0.222620254,0.086887971,0.396396196,0.048844312,-0.071602205,-0.11,428.6,1.4615,0.003409939,0.092545455,1.007387928,,,,,,,,,,
197,3/29/2005,-0.66,1180.75,1188,1172,1175,,1175,87,484,-0.025090909,-0.060532215,0.216170203,0.094323576,0.404817355,0.027523052,-0.088055267,1.13,428.6,1.478,0.003448437,0.087272727,1.00105029,,,,,,,,,,
198,3/30/2005,1.32,1177.75,1190.5,1176.25,1190.5,,1190.5,160,462,0.002,-0.032401008,0.210086128,0.099329349,0.408744826,0.01142743,-0.043828438,0.74,429.5,1.492,0.003473807,0.096909091,1.004797515,,,,,,,,,,
199,3/31/2005,-0.13,1189.75,1192,1187.75,1189,,1189,277,649,-0.008727273,-0.030417557,0.203985679,0.103597103,0.411179886,-0.003208528,-0.027209029,0.33,431.1,1.5025,0.00348527,0.105090909,1.004830689,,,,,,,,,,
200,4/1/2005,-0.53,1195.5,1198,1180,1182.75,,1182.75,614,1180,-0.006545455,0.003003489,0.198887521,0.106475938,0.411839398,-0.014064356,0,-0.55,428.3,1.4845,0.003466028,0.070363636,0.993599822,,cover,131," (154,940.25)",Sh,,,,,
201,4/4/2005,0.19,1182.25,1186.25,1176.25,1185,,1185,252,1351,-0.008363636,0.016923641,0.19412371,0.10866702,0.411457749,-0.02321033,0,1.25,426,1.495,0.00350939,0.106545455,0.999757782,,,,,,,,,,
202,4/5/2005,0.46,1185.5,1191,1183.25,1190.5,,1190.5,26,1353,0.014909091,-0.040676174,0.188046065,0.112288085,0.412622235,-0.036530105,-0.004146069,-0.84,426.6,1.4845,0.003479841,0.122,0.977800631,,short,-130," 154,765.00 ",Sh,,,,,
203,4/6/2005,0.31,1192,1198,1191.5,1194.25,,1194.25,57,1333,0.011272727,-0.063221543,0.181481469,0.116235522,0.413952512,-0.050989575,-0.012231968,1,429.2,1.5085,0.003514678,0.103636364,0.950797645,,,,,,,,,,
204,4/7/2005,0.52,1194.25,1200.5,1192.5,1200.5,,1200.5,151,1399,0.002363636,-0.060342115,0.175175331,0.119786934,0.4147492,-0.064398537,0,0.05,428.4,1.5065,0.003516573,0.105454545,0.950594002,,cover,130," (156,065.00)",Sh,,,,,
205,4/8/2005,-0.98,1199.5,1199.75,1188.25,1188.75,,1188.75,178,1457,0.003090909,-0.035653955,0.169664834,0.122407206,0.414479246,-0.075149577,0,-0.03,428.8,1.5075,0.003515625,0.091454545,0.946737905,,,,,,,,,,
206,4/11/2005,0,1191.25,1191.25,1186.75,1188.75,,1188.75,32,1459,0.013818182,-0.029183593,0.164082046,0.124367174,0.412816395,-0.084652302,0,0.78,430.4,1.525,0.003543216,0.097454545,0.950092039,,,,,,,,,,
207,4/12/2005,0.53,1189.25,1198,1178.5,1195,,1195,338,1543,0.035818182,-0.054698766,0.157910767,0.126669954,0.411250675,-0.09542914,0,-1.65,429.3,1.496,0.003484743,0.064909091,0.978831262,,,,,,,,,,
208,4/13/2005,-1.17,1194.75,1194.75,1180,1181,,1181,57,1537,0.018,0.045498838,0.153478377,0.126252461,0.405983298,-0.099026544,0,-2.82,431,1.4595,0.003386311,0.019272727,1.052383282,,,,,,,,,,
209,4/14/2005,-1.33,1181.25,1181.75,1165.25,1165.25,,1165.25,414,1816,-0.011636364,0.06907403,0.14926922,0.125111385,0.39949199,-0.100953551,0,-0.88,425.6,1.4285,0.003356438,-0.011818182,1.053247343,,,,,,,,,,
210,4/15/2005,-1.48,1165.25,1168.5,1148,1148,,1148,319,1950,-0.044,0.033891686,0.14404729,0.123793549,0.391634387,-0.103539808,0,0.94,426.5,1.445,0.003388042,0.012545455,1.059581011,,,,,,,,,,
211,4/18/2005,0.28,1146.75,1155,1141.75,1151.25,,1151.25,5177,6907,-0.041272727,0.028938574,0.138452296,0.121865811,0.382183917,-0.105279326,0,-0.58,429,1.445,0.003368298,0.002181818,1.062588891,,,,,,,,,,
212,4/19/2005,0.76,1155,1161,1153.5,1160,,1160,274,7113,-0.027454545,0.04023816,0.133012052,0.119380067,0.371772186,-0.105748082,0,0.57,434.4,1.4715,0.003387431,0.020727273,1.063451499,,,,,,,,,,
213,4/20/2005,-1.36,1162.75,1163.5,1142.5,1144.25,,1144.25,2258,8451,-0.062909091,-0.035657744,0.126146259,0.117991183,0.362128625,-0.109836108,0,2.04,436.7,1.5095,0.003456606,0.045090909,1.094206753,,,,,,,,,,
214,4/21/2005,1.9,1144.25,1167.75,1144.25,1166,,1166,716,8881,-0.039818182,-0.071745986,0.118930807,0.117733017,0.354396841,-0.116535226,0,-1.2,434.4,1.4835,0.003415055,0.042181818,1.097353198,,,,,,,,,,
215,4/22/2005,-0.36,1161,1165.75,1148.5,1161.75,,1161.75,401,8995,-0.052545455,-0.058283082,0.112197934,0.117072594,0.346343122,-0.121947255,0,0.03,435.6,1.488,0.003415978,0.072,1.073653161,,,,,,,,,,
216,4/25/2005,0.6,1161.75,1170.25,1161.25,1168.75,,1168.75,1699,9769,-0.036363636,-0.054719409,0.105629343,0.116096864,0.337823071,-0.126564384,0,0.05,435.8,1.4895,0.003417852,0.06,1.070072687,,,,,,,,,,
217,4/26/2005,-0.88,1168.75,1169.5,1157.25,1158.5,,1158.5,797,10346,-0.071454545,-0.001489613,0.100454731,0.114369361,0.329193453,-0.128283992,0,-2.26,439,1.4665,0.003340547,0.024727273,1.113906796,,,,,,,,,,
218,4/27/2005,0.28,1156.25,1165.5,1150,1161.75,,1161.75,189,10343,-0.064545455,0.003329846,0.095388162,0.112332581,0.320053324,-0.129276999,0,0.54,434.1,1.458,0.003358673,0.015090909,1.106967618,,,,,,,,,,
219,4/28/2005,-1.23,1161,1161.25,1147.5,1147.5,,1147.5,256,10358,-0.089090909,0.017180964,0.090977384,0.110506292,0.311989969,-0.1300352,0,-0.58,435,1.4525,0.00333908,0.000363636,1.109440906,,,,,,,,,,
220,4/29/2005,1.35,1147.5,1163.75,1145.5,1163,,1163,724,10836,-0.050181818,0.043710232,0.087322932,0.108635991,0.304594915,-0.12994905,0,0.97,438.7,1.479,0.003371324,0.020181818,1.116960974,,,,,,,,,,
221,5/2/2005,0.45,1165,1168.75,1160.5,1168.25,,1168.25,210,10911,-0.047636364,0.041942448,0.083513114,0.106424097,0.296361308,-0.12933508,0,1.02,433.1,1.475,0.00340568,0.007636364,1.101396359,,,,,,,,,,
