,Date,SP Daily Pct Return,Open,High,Low,Last,Change,Settle,Volume,Previous Day Open Interest,SP_MA,dly chg correlation,dly chg corr mean,Std daily chg correl,upper_correl,lower_correl,signal,Gold-Copp Dly Ret,Gold Price,Copper Price,GoldCopperRatio,MA,rolling_std,,,,,5.98%,"173,647","184,029",,,
45,8/14/2012,-0.07,1395,1402.25,1390.5,1394,,1394,3696,36199,0.095818182,0.464436749,0.534073498,0.069509104,0.673091706,0.395055289,0,0.8,1600.4,3.359,0.00209885,-0.071818182,1.367902004,,,,,,,,,,
46,8/15/2012,0.16,1393.5,1398.5,1390,1396.25,,1396.25,2578,36428,0.133636364,0.45734959,0.530617548,0.06848662,0.667590787,0.393644308,0,-0.54,1604.6,3.3495,0.002087436,-0.112545455,1.347363981,,,,,,,,,,
47,8/16/2012,0.7,1396.5,1408.5,1394.5,1406,,1406,2875,38634,0.149090909,0.415068978,0.525807107,0.067103102,0.66001331,0.391600903,0,0.2,1617.1,3.3825,0.002091707,-0.054545455,1.288582078,,,,,,,,,,
48,8/17/2012,0.12,1406.75,1409.75,1403.75,1407.75,,1407.75,2346,38395,0.196,0.410479828,0.521406306,0.066573641,0.654553587,0.388259025,0,1.08,1617.3,3.4195,0.002114326,-0.023454545,1.295053578,,,,,,,,,,
49,8/20/2012,-0.02,1410,1410.75,1402.75,1407.5,,1407.5,3634,41268,0.197090909,0.289335097,0.513567025,0.068064676,0.649696378,0.377437673,-0.088102576,-1.64,1620.9,3.371,0.002079709,0.038727273,1.118866911,,short,-123,"173,123",Sh,,,,,
50,8/21/2012,-0.18,1408,1417.5,1401.5,1405,,1405,2245,42634,0.175818182,0.28061555,0.505592179,0.069207362,0.644006903,0.367177456,-0.086561905,1.2,1640.7,3.453,0.00210459,0.054909091,1.129250608,,,,,,,,,,
51,8/22/2012,0,1405.25,1407,1397.5,1405,,1405,9813,45312,0.132727273,0.293633762,0.498211467,0.069780517,0.6377725,0.358650434,-0.065016672,0.19,1638.3,3.4545,0.002108588,0.071636364,1.124211269,,,,,,,,,,
52,8/23/2012,-0.89,1405,1410.25,1391.25,1392.5,,1392.5,1267,45295,0.116181818,0.263166357,0.490071214,0.070621183,0.631313581,0.348828847,-0.08566249,-0.85,1670.6,3.4925,0.002090566,0.026181818,1.109658758,,,,,,,,,,
53,8/24/2012,0.77,1392.25,1404.75,1388,1403.25,,1403.25,1644,46028,0.111454545,0.27894544,0.482657614,0.070999203,0.62465602,0.340659208,-0.061713768,-0.26,1670.7,3.4835,0.002085054,-0.026727273,1.050008915,,,,,,,,,,
54,8/27/2012,-0.16,1404,1408.75,1399.75,1401,,1401,1170,46398,0.139090909,0.351131373,0.477768135,0.07062089,0.619009916,0.336526355,0,-0.36,1673.3,3.4765,0.002077631,0.016545455,0.983024845,,cover,123,"-172,323",Sh,,,,,
55,8/28/2012,-0.02,1400.5,1405,1396.5,1400.75,,1400.75,1971,47798,0.111454545,0.423572189,0.475243135,0.070017292,0.615277718,0.335208552,0,-0.05,1667.4,3.4625,0.002076586,-0.010181818,0.963958834,,,,,,,,,,
56,8/29/2012,-0.05,1401,1405.25,1398,1400,,1400,3071,49902,0.126,0.477998911,0.474406111,0.069697645,0.613801401,0.335010821,0,-0.18,1660.7,3.4425,0.002072921,0.009818182,0.948410934,,,,,,,,,,
57,8/30/2012,-0.73,1400,1401,1388.25,1389.75,,1389.75,11691,56104,0.089454545,0.468168412,0.473476834,0.069428487,0.612333809,0.334619859,0,0.33,1657.1,3.4465,0.002079838,0.02,0.948794557,,,,,,,,,,
58,8/31/2012,0.58,1389.75,1405,1388.75,1397.75,,1397.75,6797,57910,0.082909091,0.438870904,0.471964211,0.069256355,0.61047692,0.333451501,0,-1.48,1687.6,3.458,0.002049064,-0.014909091,0.96817865,,,,,,,,,,
59,9/4/2012,-0.18,1401.75,1401.75,1387.5,1399,,1399,28486,81223,0.075636364,0.436871601,0.47041837,0.069069892,0.608558155,0.332278586,0,-0.15,1696,3.47,0.002045991,-0.023818182,0.967106204,,,,,,,,,,
60,9/5/2012,-0.18,1398.25,1401,1390.25,1396.5,,1396.5,10125,87166,0.074,0.416048282,0.468513442,0.069098878,0.606711198,0.330315686,0,1.91,1694,3.532,0.002085006,0.003272727,1.000076024,,,,,,,,,,
61,9/6/2012,2.01,1397.25,1425,1396.75,1424.5,,1424.5,49186,116298,0.153454545,0.348245146,0.465198112,0.070427006,0.606052125,0.324344099,0,-0.96,1705.6,3.522,0.002064962,-0.038909091,0.990674429,,,,,,,,,,
62,9/7/2012,0.51,1423.75,1431.75,1423.25,1431.75,,1431.75,29575,132145,0.152727273,0.351193761,0.462040426,0.071586038,0.605212503,0.318868349,0,1.65,1740.5,3.6535,0.002099109,0.007272727,1.009292848,,,,,,,,,,
63,9/10/2012,-0.86,1430,1431,1419.25,1419.5,,1419.5,76866,192332,0.164727273,0.353584493,0.459662212,0.072988909,0.60564003,0.313684394,0,1.73,1731.8,3.698,0.002135351,0.029818182,1.033826927,,,,,,,,,,
64,9/11/2012,0.26,1419,1430.25,1414.5,1423.25,,1423.25,193827,346802,0.158181818,0.353619333,0.457126639,0.074218594,0.605563827,0.30868945,0,0.2,1734.9,3.712,0.002139605,0.030727273,1.033956541,,,,,,,,,,
65,9/12/2012,0.58,1423.25,1433,1421.5,1431.5,,1431.5,288402,567719,0.152363636,0.328918651,0.454039644,0.075967601,0.605974847,0.302104442,0,-0.04,1733.7,3.708,0.002138778,0.049272727,1.023121322,,,,,,,,,,
66,9/13/2012,1.33,1431.5,1457.25,1428,1450.5,,1450.5,1355960,1159318,0.181090909,0.267769943,0.449370186,0.079367633,0.608105451,0.29063492,-0.022864977,-1.74,1772.1,3.724,0.002101462,0.003636364,1.046099216,,short,-119,"172,610",Sh,,,,,
67,9/14/2012,0.6,1450,1468,1449.5,1459.25,,1459.25,2462666,1669150,0.143272727,0.263194863,0.444824754,0.082732211,0.610289175,0.279360333,-0.01616547,3.31,1772.7,3.8485,0.002170982,0.047818182,1.131617477,,,,,,,,,,
68,9/17/2012,-0.38,1458.75,1459,1450.5,1453.75,,1453.75,1573163,1972189,0.135636364,0.282909352,0.440690914,0.08504933,0.610789574,0.270592254,0,-1.01,1770.6,3.805,0.002148989,0.009818182,1.131406026,,cover,119,"-172,996",Sh,,,,,
69,9/18/2012,-0.07,1454,1456.25,1449,1452.75,,1452.75,1794880,2428499,0.120181818,0.238913134,0.435638232,0.088623101,0.612884433,0.258392031,-0.019478897,-0.3,1771.2,3.795,0.002142615,-0.021090909,1.115838288,,short,-119,"172,877",Sh,,,,,
70,9/19/2012,0.05,1453.25,1459.25,1451.25,1453.5,,1453.5,1658342,2658786,0.121454545,0.236449165,0.430763454,0.092068586,0.614900626,0.246626282,-0.010177116,0.67,1771.7,3.8215,0.002156968,-0.002181818,1.118624637,,,,,,,,,,
71,9/20/2012,0.03,1453.5,1455,1443.5,1454,,1454,1743299,2789868,0.130363636,0.230283292,0.425701899,0.095301832,0.616305563,0.235098236,-0.004814944,-1.41,1770.2,3.7645,0.002126596,-0.037454545,1.132038833,,,,,,,,,,
72,9/21/2012,-0.17,1454.25,1462.25,1450.5,1451.5,,1451.5,1603572,2771210,0.14,0.222589509,0.420449165,0.098397273,0.617243712,0.223654619,-0.00106511,0.35,1778,3.7945,0.002134139,-0.021090909,1.130997057,,,,,,,,,,
73,9/24/2012,-0.52,1446.5,1447,1438,1444,,1444,469,6327,0.134909091,0.22408287,0.41514747,0.100992746,0.617132961,0.213161979,0,-0.77,1764.6,3.737,0.00211776,-0.025090909,1.133289007,,cover,119,"-171,836",Sh,,,,,
74,9/25/2012,-0.95,1445.5,1450,1428.5,1430.25,,1430.25,1039,6333,0.136,0.205770968,0.409521049,0.103892479,0.617306006,0.201736092,0,0.62,1766.4,3.764,0.002130888,-0.014181818,1.136614028,,,,,,,,,,
75,9/26/2012,-0.66,1430,1432.75,1417.25,1420.75,,1420.75,935,6349,0.124363636,0.208161956,0.403860247,0.106244239,0.616348726,0.191371769,0,-0.59,1753.6,3.7145,0.002118214,-0.017818182,1.138157528,,,,,,,,,,
76,9/27/2012,0.95,1421.25,1437,1421.25,1434.25,,1434.25,3068,9014,0.151636364,0.20409963,0.398390875,0.108661062,0.615712998,0.181068752,0,-0.7,1780.5,3.745,0.002103342,-0.062,1.116002124,,,,,,,,,,
77,9/28/2012,-0.45,1436,1436.25,1422.5,1427.75,,1427.75,9634,17792,0.110727273,0.189403412,0.392690104,0.111267679,0.615225463,0.170154745,0,0.81,1773.9,3.7615,0.002120469,-0.042363636,1.121761121,,,,,,,,,,
78,10/1/2012,0.21,1425.25,1444.5,1421.75,1430.75,,1430.75,682,17925,0.121636364,0.164782432,0.386538962,0.114359603,0.615258167,0.157819757,0,0.17,1783.3,3.788,0.002124152,-0.055272727,1.115015121,,,,,,,,,,
79,10/2/2012,0.24,1430.5,1438.75,1426,1434.25,,1434.25,4929,22405,0.111090909,0.161908372,0.380383545,0.117190589,0.614764723,0.146002367,0,0.8,1775.6,3.802,0.002141248,-0.031454545,1.119105824,,,,,,,,,,
80,10/3/2012,0.23,1433.5,1441.5,1429,1437.5,,1437.5,932,22627,0.103090909,0.172772079,0.374605041,0.119469262,0.613543565,0.135666518,0,-0.66,1779.8,3.786,0.002127205,-0.030363636,1.11845125,,,,,,,,,,
81,10/4/2012,0.83,1438.75,1450.75,1438.75,1449.5,,1449.5,636,22646,0.112181818,0.138361477,0.368063772,0.122394004,0.61285178,0.123275764,0,-0.89,1796.5,3.7875,0.002108266,-0.078363636,1.097074837,,,,,,,,,,
82,10/5/2012,-0.02,1449.25,1459,1444.75,1449.25,,1449.25,901,22683,0.129454545,0.130892831,0.361385038,0.125151098,0.611687233,0.111082842,0,0.67,1780.8,3.7795,0.002122361,-0.086909091,1.089211187,,,,,,,,,,
83,10/9/2012,-0.99,1442.25,1447.25,1428.75,1428.75,,1428.75,2270,23978,0.143272727,0.087838022,0.353744976,0.128805089,0.611355155,0.096134798,-0.008296775,-0.68,1765,3.7205,0.002107932,-0.052545455,1.038032716,,short,-121,"172,879",Sh,,,,,
84,10/10/2012,-0.59,1430.5,1430.75,1418.25,1420.25,,1420.25,870,24251,0.124727273,0.041852755,0.34507571,0.133461464,0.611998638,0.078152782,-0.036300028,-0.03,1765.1,3.7195,0.002107246,-0.023454545,1.015174165,,,,,,,,,,
85,10/11/2012,0.04,1418.5,1432.25,1414.5,1420.75,,1420.75,872,24333,0.098,0.019608912,0.336048594,0.138379732,0.612808058,0.05928913,-0.039680218,0.56,1770.6,3.752,0.002119056,-0.000181818,1.013580911,,,,,,,,,,
86,10/12/2012,-0.42,1421.5,1427.5,1414,1414.75,,1414.75,1617,24534,0.052909091,0.040012142,0.3275201,0.141927265,0.61137463,0.04366557,-0.003653427,-0.64,1759.7,3.705,0.002105473,0.012909091,1.000254917,,,,,,,,,,
87,10/15/2012,1.02,1416.5,1429.5,1410.5,1429.25,,1429.25,1572,25612,0.073454545,0.065914655,0.31954847,0.144107265,0.607763,0.031333939,0,1.22,1737.6,3.703,0.0021311,0.033090909,1.01336234,,cover,121,"-172,939",Sh,,,,,
88,10/16/2012,0.94,1429,1444.25,1428.25,1442.75,,1442.75,904,25670,0.101818182,0.014585054,0.310501084,0.14737218,0.605245443,0.015756724,-0.001171671,-0.55,1746.3,3.701,0.002119338,0.008909091,1.011075102,,short,-120,"173,130",Sh,,,,,
89,10/17/2012,0.5,1442.5,1450.75,1439.5,1450,,1450,842,25856,0.113818182,0.022243241,0.301622993,0.149786565,0.601196124,0.002049863,0,0.91,1753,3.749,0.00213862,0.032363636,1.016832343,,cover,120,"-174,000",Sh,,,,,
90,10/18/2012,-0.4,1450.5,1452.5,1441.5,1444.25,,1444.25,2214,26626,0.117636364,0.030294969,0.293061916,0.151615983,0.596293883,-0.01017005,0,0.33,1744.7,3.7435,0.002145641,0.027090909,1.014477922,,,,,,,,,,
91,10/19/2012,-1.83,1444.5,1445.5,1417,1417.75,,1417.75,1107,26653,0.047818182,0.104921593,0.285976793,0.151127663,0.588232119,-0.016278534,0,-1.64,1724,3.6385,0.002110499,0.011636364,1.033452975,,,,,,,,,,
92,10/22/2012,0.46,1419,1424.25,1410,1424.25,,1424.25,1748,27549,0.054545455,0.073384867,0.278267869,0.150958306,0.580184481,-0.023648742,0,-0.6,1726.3,3.6215,0.002097839,0.027818182,1.016330893,,,,,,,,,,
93,10/23/2012,-1.7,1424.25,1425.5,1395.75,1400,,1400,826,27655,0.014363636,0.037090215,0.269622107,0.150905581,0.571433269,-0.032189056,0,-0.46,1709.4,3.5695,0.00208816,-0.001636364,1.006336892,,,,,,,,,,
94,10/24/2012,-0.09,1400,1407.5,1395.25,1398.75,,1398.75,905,27758,0.011818182,0.035366773,0.261368166,0.151080684,0.563529533,-0.040793202,0,0.42,1701.6,3.568,0.00209685,0.002363636,1.00758965,,,,,,,,,,
95,10/25/2012,0.23,1400,1409.75,1393.25,1402,,1402,1027,27913,0.013090909,0.006186126,0.252714165,0.151829682,0.556373529,-0.050945199,0,-1.11,1713,3.552,0.002073555,-0.049272727,0.990031527,,,,,,,,,,
96,10/26/2012,-0.09,1402,1405.25,1388.75,1400.75,,1400.75,1172,28001,0.009454545,0.006585685,0.244297247,0.152418849,0.549134945,-0.060540451,0,0.04,1711.9,3.551,0.002074303,-0.034909091,0.985396842,,,,,,,,,,
97,10/29/2012,-0.37,1399.75,1399.75,1390.5,1395.5,,1395.5,232,28014,0.002727273,0.020658973,0.236114769,0.152119404,0.540353577,-0.068124039,0,-1.36,1708.7,3.496,0.002046,-0.056727273,1.001373232,,,,,,,,,,
98,10/30/2012,0.66,1392.25,1405,1386.75,1404.75,,1404.75,236,28042,0.016,0.023666057,0.228022685,0.151351914,0.530726512,-0.074681142,0,-0.04,1714.3,3.506,0.00204515,-0.037272727,0.990870277,,,,,,,,,,
99,10/31/2012,-0.69,1406,1411,1394,1395,,1395,4071,31455,0.000545455,0.02423148,0.219964386,0.150162837,0.52029006,-0.080361289,0,-0.08,1721.3,3.5175,0.002043514,-0.029090909,0.988581612,,,,,,,,,,
100,11/1/2012,1.52,1395.5,1417.75,1392,1416.25,,1416.25,964,31660,0.015454545,0.072172026,0.2128323,0.147630518,0.508093336,-0.082428736,0,1.19,1717.7,3.552,0.002067881,-0.022,0.996009445,,,,,,,,,,
101,11/2/2012,-1.27,1416.25,1424,1398.25,1398.25,,1398.25,1145,31564,-0.009818182,0.059258786,0.205594285,0.145158426,0.495911137,-0.084722567,0,0.38,1677.3,3.4815,0.002075657,-0.005272727,0.994873628,,,,,,,,,,
102,11/5/2012,0.48,1395.75,1407,1395.75,1405,,1405,4175,36412,-0.000727273,0.045969443,0.198883385,0.143820603,0.486524591,-0.088757822,0,-0.81,1685.4,3.47,0.002058858,-0.023636364,1.000320992,,,,,,,,,,
103,11/6/2012,0.96,1403.5,1422,1403.5,1418.5,,1418.5,502,36592,0.02,0.023882288,0.191854338,0.142730689,0.477315716,-0.093607039,0,-0.83,1717.2,3.506,0.002041696,-0.058363636,0.994434073,,,,,,,,,,
104,11/7/2012,-2.49,1419,1424,1377.25,1383.25,,1383.25,3754,37703,-0.025272727,0.117762433,0.188734835,0.142435337,0.47360551,-0.096135839,0,-1.78,1716.2,3.4415,0.002005302,-0.060909091,0.998727473,,,,,,,,,,
105,11/8/2012,-1.1,1385,1390.75,1366,1368,,1368,4032,39867,-0.029090909,0.117575512,0.185770471,0.142184077,0.470138625,-0.098597683,0,0.11,1728.3,3.4695,0.002007464,-0.080727273,0.983948686,,,,,,,,,,
106,11/9/2012,0.05,1369.25,1381.25,1357,1368.75,,1368.75,1758,39992,-0.042181818,0.114715834,0.182517418,0.141716532,0.465950483,-0.100915647,0,-0.97,1733.2,3.4455,0.001987941,-0.101818182,0.990449002,,,,,,,,,,
107,11/12/2012,0.22,1369,1374.75,1366.25,1371.75,,1371.75,639,40124,-0.035272727,0.105182745,0.179644988,0.141652658,0.462950305,-0.103660328,0,0.65,1733.2,3.468,0.002000923,-0.074545455,0.990117498,,,,,,,,,,
108,11/13/2012,-0.56,1369,1378.75,1360,1364,,1364,2461,40873,-0.045090909,0.102912313,0.176444386,0.141355842,0.45915607,-0.106267297,0,0.44,1727.1,3.471,0.002009727,-0.061818182,0.992186308,,,,,,,,,,
109,11/14/2012,-1.25,1367.25,1374.75,1343,1347,,1347,6660,39705,-0.066909091,0.11957835,0.172234331,0.139492662,0.451219655,-0.106750993,0,-0.81,1732.5,3.4535,0.001993362,-0.07,0.996536595,,,,,,,,,,
110,11/15/2012,-0.15,1347.25,1352,1338.5,1345,,1345,7097,44380,-0.056363636,0.115444952,0.166632018,0.135337099,0.437306215,-0.10404218,0,1.22,1716.1,3.4625,0.002017656,-0.046909091,1.011608314,,,,,,,,,,
111,11/16/2012,0.63,1344,1353.5,1333.75,1353.5,,1353.5,8769,48984,-0.055454545,0.109996048,0.159941057,0.128586837,0.417114731,-0.097232618,0,-0.36,1716.9,3.4515,0.002010309,-0.050181818,1.012337762,,,,,,,,,,
112,11/19/2012,1.53,1354.25,1379,1353.75,1374.25,,1374.25,7227,49853,-0.032545455,0.147327069,0.154107578,0.121422924,0.396953425,-0.088738269,0,1.04,1736.7,3.5275,0.002031151,-0.037272727,1.021758569,,,,,,,,,,
113,11/20/2012,0.35,1374.5,1380.75,1367.75,1379,,1379,7173,53455,-0.022909091,0.171693243,0.149249802,0.114993691,0.379237183,-0.080737579,0,0.31,1725.9,3.5165,0.002037488,-0.004727273,1.003294304,,,,,,,,,,
114,11/21/2012,0.25,1379.25,1383,1370.75,1382.5,,1382.5,4153,53455,-0.015090909,0.165320354,0.144312507,0.108034877,0.360382261,-0.071757248,0,-0.85,1730.6,3.496,0.002020109,-0.017454545,1.009591443,,,,,,,,,,
115,11/23/2012,1.05,1385,1400.5,1381,1399.25,,1399.25,3695,53341,-0.038909091,0.167810943,0.1397991,0.101457373,0.342713847,-0.063115646,0,-0.42,1753.8,3.528,0.002011632,-0.059818182,0.975525482,,,,,,,,,,
116,11/26/2012,-0.07,1395.25,1398.25,1388.75,1398.25,,1398.25,4936,56649,-0.024545455,0.219791719,0.137463584,0.097989359,0.333442302,-0.058515134,0,0.34,1752,3.5365,0.00201855,-0.036181818,0.969038261,,,,,,,,,,
117,11/27/2012,-0.55,1397.75,1401,1389,1390.5,,1390.5,6771,58553,-0.039272727,0.198400209,0.134685519,0.09389825,0.32248202,-0.053110981,0,0.41,1744.8,3.5365,0.00202688,-0.058727273,0.943160672,,,,,,,,,,
118,11/28/2012,0.7,1390,1402.25,1376.5,1400.25,,1400.25,17717,70626,-0.037090909,0.260168201,0.132987041,0.090654214,0.314295469,-0.048321387,0,1.17,1718.8,3.5245,0.002050559,-0.068909091,0.926366204,,,,,,,,,,
119,11/29/2012,0.32,1398.75,1411.5,1397.5,1404.75,,1404.75,8258,71958,-0.055454545,0.264351833,0.131363996,0.08737057,0.306105135,-0.043377144,0,1.45,1729.5,3.598,0.00208037,-0.046181818,0.948162923,,,,,,,,,,
120,11/30/2012,0.32,1404.25,1412.5,1403,1409.25,,1409.25,6448,71983,-0.060545455,0.269925338,0.13029139,0.085236427,0.300764243,-0.040181463,0,2.17,1712.7,3.6405,0.002125591,-0.006,0.994143219,,,,,,,,,,
121,12/3/2012,-0.76,1406.75,1417,1398.5,1398.5,,1398.5,35790,83168,-0.067454545,0.344633257,0.131688905,0.088113782,0.307916468,-0.044538659,0.036716789,-0.28,1721.1,3.648,0.002119575,0.020545455,0.966081084,,buy,124,"-173,414",B,,,,,
122,12/4/2012,-0.13,1399.75,1405,1395.25,1396.75,,1396.75,37901,108362,-0.068545455,0.322710184,0.132771001,0.090101691,0.312974383,-0.04743238,0.009735801,1.37,1695.8,3.6435,0.002148543,-0.014727273,0.874864761,,,,,,,,,,
123,12/5/2012,0.25,1396.75,1408.25,1390.5,1400.25,,1400.25,30268,124602,-0.064909091,0.322741943,0.13349523,0.091480374,0.316455979,-0.049465518,0.006285964,0.98,1693.8,3.675,0.002169678,0.021454545,0.874090889,,,,,,,,,,
124,12/6/2012,0.43,1400.25,1407.25,1398,1406.25,,1406.25,22954,130248,-0.057636364,0.293443087,0.134486684,0.092928078,0.32034284,-0.051369472,0,-1.55,1701.8,3.635,0.002135974,-0.001272727,0.898513288,,sell,-124,"174,375",B,,,,,
125,12/7/2012,0.3,1406,1415.75,1402.25,1410.5,,1410.5,67734,171056,-0.049090909,0.295146125,0.135553902,0.094445395,0.324444692,-0.053336889,0,0.29,1705.5,3.6535,0.002142187,-0.008181818,0.894708914,,,,,,,,,,
126,12/10/2012,0.07,1410,1414.75,1404.5,1411.5,,1411.5,66193,206554,-0.038363636,0.305537658,0.136922163,0.096368719,0.3296596,-0.055815274,0,0.65,1714.4,3.6965,0.002156148,0.029272727,0.877899122,,,,,,,,,,
127,12/11/2012,0.96,1411,1428,1409,1425,,1425,152847,322332,-0.003636364,0.295354006,0.138245154,0.098051357,0.334347867,-0.05785756,0,-0.26,1709.6,3.6765,0.002150503,0.018181818,0.877625354,,,,,,,,,,
128,12/12/2012,-0.35,1425.25,1432.5,1419.5,1420,,1420,235450,474069,0.002,0.285045337,0.139353562,0.0993753,0.338104162,-0.059397038,0,0.33,1717.9,3.7065,0.002157576,0.038181818,0.87184583,,,,,,,,,,
129,12/13/2012,-0.6,1419.75,1425.25,1409.75,1411.5,,1411.5,967895,935496,-0.026181818,0.307442355,0.141202133,0.101555398,0.344312928,-0.061908663,0,-0.3,1696.8,3.65,0.002151108,0.021454545,0.86929818,,,,,,,,,,
130,12/14/2012,-0.05,1410.5,1419.25,1405.75,1410.75,,1410.75,1688495,1453053,-0.018909091,0.298300893,0.142841022,0.103367164,0.34957535,-0.063893305,0,0.59,1697,3.672,0.002163819,0.042909091,0.868488838,,,,,,,,,,
131,12/17/2012,1.21,1415.25,1429,1409.25,1427.75,,1427.75,2055560,1983093,-0.000727273,0.296367871,0.144518627,0.105113756,0.35474614,-0.065708886,0,-0.55,1698.2,3.6545,0.002151984,0.045636364,0.866345589,,,,,,,,,,
132,12/18/2012,0.89,1428.25,1443.5,1425.25,1440.5,,1440.5,2493955,2346936,0.011090909,0.327895775,0.14703667,0.107832561,0.362701791,-0.068628452,0,1.3,1670.7,3.642,0.002179925,0.054545455,0.876807801,,,,,,,,,,
133,12/19/2012,-0.82,1440.5,1446,1428.25,1428.75,,1428.75,1984118,2610354,-0.008,0.343742644,0.150290492,0.11103057,0.372351632,-0.071770648,0,-1.13,1667.7,3.5945,0.002155364,0.030909091,0.891044482,,,,,,,,,,
134,12/20/2012,0.84,1429,1441.25,1427.25,1440.75,,1440.75,1646476,2743059,-0.007818182,0.323704118,0.153232233,0.113460866,0.380153964,-0.073689499,0,-0.63,1645.9,3.525,0.002141685,0.004909091,0.889048332,,,,,,,,,,
135,12/21/2012,-0.85,1441,1441.25,1391.25,1428.5,,1428.5,2091728,2743059,-0.022909091,0.326045073,0.156019014,0.115807728,0.38763447,-0.075596441,0,0.02,1660.1,3.556,0.00214204,0.017272727,0.884346284,,,,,,,,,,
136,12/24/2012,-1.12,1415.75,1416,1410.75,1412.5,,1412.5,519,8026,-0.035454545,0.36146386,0.160075421,0.119039988,0.398155397,-0.078004554,0,-0.58,1659.5,3.534,0.002129557,0.022909091,0.879430945,,,,,,,,,,
137,12/26/2012,-0.44,1417.5,1417.5,1404.75,1406.25,,1406.25,2438,8710,-0.025454545,0.342329398,0.163919723,0.121469404,0.406858531,-0.079019086,0,1.33,1660.7,3.5835,0.002157825,0.034909091,0.892825048,,,,,,,,,,
138,12/27/2012,0.07,1405.75,1410.75,1389.75,1407.25,,1407.25,742,8783,-0.013454545,0.331243671,0.16834528,0.123069669,0.414484618,-0.077794058,0,0,1663.7,3.59,0.002157841,0.047272727,0.887433784,,,,,,,,,,
139,12/28/2012,-1.99,1408,1408.75,1375.75,1379.25,,1379.25,796,8783,-0.050363636,0.308875895,0.173200246,0.123254017,0.419708281,-0.073307789,0,0.2,1658.1,3.585,0.002162113,0.051454545,0.887604805,,,,,,,,,,
140,12/31/2012,2.76,1382.25,1418.75,1379.5,1417.25,,1417.25,1404,9516,0.007454545,0.312564777,0.178526716,0.122822938,0.424172593,-0.06711916,0,0.54,1678,3.6475,0.002173719,0.051090909,0.887396677,,,,,,,,,,
141,1/2/2013,2.33,1434,1451,1432.5,1450.25,,1450.25,2837,9913,0.031272727,0.352838375,0.184214466,0.123530967,0.431276401,-0.062847469,0,1.49,1691,3.7305,0.002206091,0.089818182,0.903018582,,,,,,,,,,
142,1/3/2013,-0.26,1447,1453.25,1443.5,1446.5,,1446.5,427,10032,0.009454545,0.336033286,0.189125714,0.12410883,0.437343373,-0.059091945,0,0.31,1676.7,3.7105,0.002212978,0.073272727,0.890172798,,,,,,,,,,
143,1/4/2013,0.36,1446.75,1456,1444,1451.75,,1451.75,995,10012,0.006909091,0.355494134,0.195324061,0.12374279,0.442809642,-0.05216152,0,0.92,1650.9,3.687,0.002233327,0.1,0.893175774,,,,,,,,,,
144,1/7/2013,-0.14,1452.75,1452.75,1444.25,1449.75,,1449.75,1498,10250,0.011636364,0.351080702,0.201302924,0.123168066,0.447639055,-0.045033208,0,-0.27,1648.2,3.671,0.002227278,0.078545455,0.887513001,,,,,,,,,,
145,1/8/2013,-0.31,1449,1450,1440,1445.25,,1445.25,555,10383,0.039272727,0.355778801,0.207220812,0.122617518,0.452455847,-0.038014224,0,-1.14,1664.3,3.6645,0.002201827,0.051818182,0.901819336,,,,,,,,,,
146,1/9/2013,0.26,1446,1452.5,1445,1449,,1449,3796,12784,0.035636364,0.311328922,0.210973672,0.122587215,0.456148101,-0.034200757,0,0.36,1657.7,3.663,0.002209688,0.088181818,0.872172874,,,,,,,,,,
147,1/10/2013,0.97,1449,1463,1448.25,1463,,1463,819,12989,0.084181818,0.308984067,0.215257294,0.121804176,0.458865647,-0.028351059,0,-0.29,1680.2,3.702,0.002203309,0.093818182,0.868637697,,,,,,,,,,
148,1/11/2013,-0.17,1462.75,1463.25,1455.75,1460.5,,1460.5,1062,12748,0.082727273,0.299529893,0.220028924,0.119819617,0.459668159,-0.01961031,0,-0.47,1662.8,3.6465,0.002192988,0.093636364,0.868756804,,,,,,,,,,
149,1/14/2013,-0.15,1461.25,1464,1453.75,1458.25,,1458.25,329,12717,0.075818182,0.302247889,0.224881308,0.117585968,0.460053245,-0.010290628,0,-1.09,1671.6,3.626,0.002169179,0.066181818,0.882010521,,,,,,,,,,
150,1/15/2013,0.03,1457.5,1461.5,1450.5,1458.75,,1458.75,814,12733,0.078,0.309834421,0.230402186,0.114207566,0.458817318,0.001987054,0,-0.77,1686.2,3.6295,0.002152473,0.072363636,0.874776085,,,,,,,,,,
151,1/16/2013,0.03,1460.75,1462.25,1453.75,1459.25,,1459.25,387,12878,0.085272727,0.307823992,0.235879247,0.110436196,0.456751639,0.015006854,0,-0.82,1685.4,3.598,0.002134805,0.056727273,0.883012635,,,,,,,,,,
152,1/17/2013,0.67,1458,1473.75,1454.75,1469,,1469,6026,15979,0.085454545,0.309832524,0.241136947,0.106824642,0.454786231,0.027487664,0,1.09,1693,3.6535,0.002158004,0.101272727,0.871947702,,,,,,,,,,
153,1/18/2013,0.22,1468.25,1474.25,1464,1472.25,,1472.25,1938,17326,0.102,0.313333319,0.246403625,0.102975578,0.452354782,0.040452468,0,0.66,1689.2,3.6695,0.00217233,0.114,0.874951004,,,,,,,,,,
154,1/22/2013,0.52,1475.75,1484.5,1469.25,1484.5,,1484.5,1469,17405,0.112545455,0.313678033,0.25166629,0.098719251,0.449104792,0.054227787,0,0.38,1695.4,3.697,0.002180606,0.122363636,0.875260731,,,,,,,,,,
